Age,Gender,Education,Skills,Interests,Job_Title,Industry,Salary_Range,Growth_Rate
48,Other,Master’s,"Java, Communication, Design",Education,Graphic Designer,Creative,$40k–$60k,0.03
44,Female,High School,"Python, Design, Java","Art, Finance",Graphic Designer,Creative,$40k–$60k,0.03
61,Other,Bachelor’s,"Python, Java, Data Analysis, Design","Technology, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
34,Male,Bachelor’s,"Java, Python","Technology, Art",Data Scientist,Tech,$90k–$140k,0.08
40,Female,Bachelor’s,"Java, Communication",Finance,Data Scientist,Tech,$90k–$140k,0.08
27,Female,Bachelor’s,"Java, Communication",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
40,Female,PhD,"Python, Management, Data Analysis","Healthcare, Technology, Education",Data Scientist,Tech,$90k–$140k,0.08
32,Female,High School,"Java, Communication, Management",Technology,Software Engineer,Tech,$80k–$120k,0.07
33,Other,High School,"Java, Python",Education,Graphic Designer,Creative,$40k–$60k,0.03
62,Female,High School,"Design, Java, Data Analysis, Communication","Technology, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
54,Male,PhD,"Design, Java, Management","Technology, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
52,Male,PhD,"Design, Communication, Python, Java",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
28,Female,High School,"Python, Design","Art, Education",Data Scientist,Tech,$90k–$140k,0.08
42,Other,Bachelor’s,"Design, Data Analysis, Python, Java","Art, Education",Software Engineer,Tech,$80k–$120k,0.07
24,Female,Bachelor’s,"Java, Design","Technology, Education",Software Engineer,Tech,$80k–$120k,0.07
42,Female,PhD,"Data Analysis, Java, Communication, Design","Technology, Art, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
39,Other,Bachelor’s,"Management, Design, Communication, Python","Finance, Education",Data Scientist,Tech,$90k–$140k,0.08
24,Female,High School,"Management, Data Analysis","Healthcare, Art, Technology",Data Scientist,Tech,$90k–$140k,0.08
47,Male,High School,"Design, Python, Management, Communication",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
62,Male,Master’s,"Data Analysis, Management","Finance, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
32,Other,Bachelor’s,"Java, Management, Communication","Healthcare, Technology, Education",Data Scientist,Tech,$90k–$140k,0.08
22,Other,Bachelor’s,"Java, Design, Python, Communication","Education, Art, Technology",Data Scientist,Tech,$90k–$140k,0.08
29,Female,PhD,"Python, Data Analysis, Design, Java","Finance, Education, Technology",Data Scientist,Tech,$90k–$140k,0.08
22,Female,PhD,"Python, Design, Java, Communication","Healthcare, Finance, Technology",Graphic Designer,Creative,$40k–$60k,0.03
55,Male,High School,"Python, Design","Finance, Art",Data Scientist,Tech,$90k–$140k,0.08
63,Male,Bachelor’s,"Java, Data Analysis","Education, Art",Software Engineer,Tech,$80k–$120k,0.07
55,Other,Bachelor’s,"Data Analysis, Communication, Java",Technology,Graphic Designer,Creative,$40k–$60k,0.03
32,Other,High School,"Python, Data Analysis","Healthcare, Art",Software Engineer,Tech,$80k–$120k,0.07
39,Male,High School,"Design, Data Analysis, Java, Management","Healthcare, Finance, Education",Graphic Designer,Creative,$40k–$60k,0.03
55,Female,Master’s,"Java, Python","Education, Technology",Data Scientist,Tech,$90k–$140k,0.08
51,Male,PhD,"Java, Data Analysis, Design","Finance, Technology",Software Engineer,Tech,$80k–$120k,0.07
38,Other,Master’s,"Python, Management, Java, Design","Technology, Finance, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
36,Male,PhD,"Python, Data Analysis","Education, Technology",Software Engineer,Tech,$80k–$120k,0.07
42,Other,PhD,"Communication, Python, Java",Technology,Software Engineer,Tech,$80k–$120k,0.07
19,Female,Bachelor’s,"Java, Management, Communication",Finance,Software Engineer,Tech,$80k–$120k,0.07
49,Other,High School,"Communication, Design",Technology,Data Scientist,Tech,$90k–$140k,0.08
19,Male,Bachelor’s,"Java, Design","Finance, Education, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
54,Other,High School,"Communication, Java, Management",Technology,Graphic Designer,Creative,$40k–$60k,0.03
63,Female,Bachelor’s,"Python, Design",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
42,Other,Bachelor’s,"Java, Management, Communication","Healthcare, Technology",Software Engineer,Tech,$80k–$120k,0.07
20,Other,Bachelor’s,"Communication, Management","Technology, Education",Data Scientist,Tech,$90k–$140k,0.08
23,Female,Master’s,"Data Analysis, Management, Java","Technology, Art",Graphic Designer,Creative,$40k–$60k,0.03
64,Male,Master’s,"Communication, Data Analysis, Design","Education, Finance, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
44,Other,PhD,"Python, Management, Design","Healthcare, Education",Graphic Designer,Creative,$40k–$60k,0.03
52,Female,PhD,"Data Analysis, Python, Design, Communication","Education, Finance",Graphic Designer,Creative,$40k–$60k,0.03
55,Male,PhD,"Design, Data Analysis","Healthcare, Education",Data Scientist,Tech,$90k–$140k,0.08
33,Other,High School,"Communication, Management, Python, Java","Finance, Technology",Software Engineer,Tech,$80k–$120k,0.07
25,Other,PhD,"Java, Data Analysis, Design","Technology, Education, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
38,Male,Bachelor’s,"Communication, Data Analysis","Education, Technology, Finance",Graphic Designer,Creative,$40k–$60k,0.03
60,Male,PhD,"Communication, Management, Python, Java",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
52,Male,Bachelor’s,"Python, Data Analysis, Communication",Technology,Software Engineer,Tech,$80k–$120k,0.07
30,Male,Master’s,"Data Analysis, Java, Design, Python",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
64,Female,Bachelor’s,"Data Analysis, Communication, Python","Healthcare, Technology",Graphic Designer,Creative,$40k–$60k,0.03
47,Male,Bachelor’s,"Design, Java, Management",Art,Graphic Designer,Creative,$40k–$60k,0.03
64,Female,Master’s,"Python, Design, Management",Art,Software Engineer,Tech,$80k–$120k,0.07
23,Other,Master’s,"Design, Data Analysis, Java",Technology,Graphic Designer,Creative,$40k–$60k,0.03
33,Female,PhD,"Java, Data Analysis, Python",Art,Graphic Designer,Creative,$40k–$60k,0.03
48,Male,Bachelor’s,"Management, Data Analysis, Python",Art,Software Engineer,Tech,$80k–$120k,0.07
65,Female,Bachelor’s,"Python, Data Analysis, Management, Design",Technology,Data Scientist,Tech,$90k–$140k,0.08
22,Other,High School,"Design, Communication, Java, Data Analysis",Education,Software Engineer,Tech,$80k–$120k,0.07
37,Female,PhD,"Data Analysis, Python","Art, Technology, Finance",Graphic Designer,Creative,$40k–$60k,0.03
36,Other,Bachelor’s,"Design, Java, Communication","Healthcare, Technology",Data Scientist,Tech,$90k–$140k,0.08
20,Female,Bachelor’s,"Data Analysis, Java, Management","Healthcare, Education, Technology",Data Scientist,Tech,$90k–$140k,0.08
35,Male,PhD,"Design, Data Analysis, Management, Python","Technology, Education, Art",Graphic Designer,Creative,$40k–$60k,0.03
52,Male,Master’s,"Java, Python","Technology, Education, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
30,Other,High School,"Python, Communication","Technology, Art, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
45,Female,Master’s,"Python, Communication, Java","Healthcare, Finance",Data Scientist,Tech,$90k–$140k,0.08
55,Female,Master’s,"Communication, Python, Data Analysis","Healthcare, Education",Graphic Designer,Creative,$40k–$60k,0.03
50,Female,PhD,"Java, Data Analysis, Design, Communication","Education, Art, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
47,Female,Bachelor’s,"Design, Python, Data Analysis",Technology,Data Scientist,Tech,$90k–$140k,0.08
30,Female,High School,"Management, Java, Python","Finance, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
41,Other,PhD,"Python, Communication, Design, Java","Education, Technology",Graphic Designer,Creative,$40k–$60k,0.03
63,Other,Master’s,"Communication, Python, Design, Management","Healthcare, Technology, Art",Graphic Designer,Creative,$40k–$60k,0.03
36,Male,Bachelor’s,"Data Analysis, Python, Management, Java",Finance,Graphic Designer,Creative,$40k–$60k,0.03
53,Female,Bachelor’s,"Java, Management",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
29,Other,Master’s,"Communication, Python, Data Analysis",Technology,Software Engineer,Tech,$80k–$120k,0.07
61,Other,High School,"Data Analysis, Design, Communication","Art, Technology, Education",Data Scientist,Tech,$90k–$140k,0.08
54,Other,Bachelor’s,"Java, Data Analysis, Communication, Python","Technology, Education, Finance",Software Engineer,Tech,$80k–$120k,0.07
34,Female,High School,"Python, Data Analysis, Management",Finance,Software Engineer,Tech,$80k–$120k,0.07
31,Male,Bachelor’s,"Communication, Management, Python, Data Analysis","Technology, Healthcare, Art",Data Scientist,Tech,$90k–$140k,0.08
52,Male,Master’s,"Communication, Java, Data Analysis, Design","Finance, Technology, Education",Graphic Designer,Creative,$40k–$60k,0.03
19,Female,Bachelor’s,"Communication, Data Analysis, Python, Design",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
61,Female,Bachelor’s,"Management, Data Analysis, Python, Communication","Art, Education",Software Engineer,Tech,$80k–$120k,0.07
25,Female,Bachelor’s,"Management, Java",Finance,Data Scientist,Tech,$90k–$140k,0.08
20,Female,High School,"Java, Management, Data Analysis",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
30,Female,Master’s,"Python, Design, Communication, Java","Education, Technology, Art",Software Engineer,Tech,$80k–$120k,0.07
38,Other,Master’s,"Python, Communication, Data Analysis, Java",Education,Data Scientist,Tech,$90k–$140k,0.08
62,Male,High School,"Communication, Design, Python, Java","Finance, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
29,Female,PhD,"Python, Design, Communication","Technology, Finance",Software Engineer,Tech,$80k–$120k,0.07
58,Male,Bachelor’s,"Communication, Management, Java, Data Analysis",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
30,Female,Master’s,"Java, Management, Data Analysis","Art, Finance",Data Scientist,Tech,$90k–$140k,0.08
37,Female,PhD,"Data Analysis, Python, Communication, Management","Healthcare, Finance",Software Engineer,Tech,$80k–$120k,0.07
57,Female,Bachelor’s,"Design, Communication",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
40,Male,Master’s,"Management, Data Analysis, Communication",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
49,Male,Bachelor’s,"Data Analysis, Java, Management","Finance, Healthcare, Education",Data Scientist,Tech,$90k–$140k,0.08
21,Other,PhD,"Data Analysis, Communication, Design, Python",Finance,Software Engineer,Tech,$80k–$120k,0.07
44,Male,Master’s,"Python, Java, Data Analysis",Art,Data Scientist,Tech,$90k–$140k,0.08
49,Male,Master’s,"Design, Data Analysis, Java",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
27,Other,PhD,"Design, Data Analysis, Communication","Art, Finance",Software Engineer,Tech,$80k–$120k,0.07
45,Female,Master’s,"Design, Management","Art, Education, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
56,Male,High School,"Communication, Java, Management, Data Analysis",Finance,Data Scientist,Tech,$90k–$140k,0.08
32,Other,Bachelor’s,"Communication, Java, Design","Art, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
22,Male,Bachelor’s,"Communication, Design, Management, Java",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
57,Male,High School,"Communication, Management, Python, Data Analysis",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
24,Other,PhD,"Java, Python","Finance, Art, Technology",Data Scientist,Tech,$90k–$140k,0.08
24,Female,PhD,"Python, Management","Finance, Education, Technology",Software Engineer,Tech,$80k–$120k,0.07
50,Female,Bachelor’s,"Python, Data Analysis, Management","Art, Healthcare, Education",Software Engineer,Tech,$80k–$120k,0.07
44,Female,PhD,"Management, Communication, Design",Art,Software Engineer,Tech,$80k–$120k,0.07
51,Other,PhD,"Management, Python, Java","Technology, Art",Graphic Designer,Creative,$40k–$60k,0.03
37,Other,Master’s,"Java, Python, Design, Management",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
45,Other,PhD,"Python, Communication, Java","Healthcare, Art, Finance",Data Scientist,Tech,$90k–$140k,0.08
44,Other,Master’s,"Design, Communication, Java, Python",Art,Software Engineer,Tech,$80k–$120k,0.07
21,Female,Bachelor’s,"Design, Python, Management, Communication","Art, Education, Technology",Graphic Designer,Creative,$40k–$60k,0.03
40,Other,Master’s,"Data Analysis, Communication, Design, Management",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
43,Other,High School,"Design, Communication, Python","Technology, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
59,Male,Master’s,"Communication, Management","Art, Education, Finance",Data Scientist,Tech,$90k–$140k,0.08
39,Male,PhD,"Design, Data Analysis, Python","Finance, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
58,Female,Bachelor’s,"Python, Communication","Education, Technology, Finance",Software Engineer,Tech,$80k–$120k,0.07
64,Other,High School,"Management, Python, Design","Finance, Technology, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
62,Male,Bachelor’s,"Design, Java, Communication","Finance, Technology",Data Scientist,Tech,$90k–$140k,0.08
60,Other,High School,"Design, Data Analysis, Communication, Python","Art, Technology",Graphic Designer,Creative,$40k–$60k,0.03
62,Female,High School,"Data Analysis, Management, Communication",Technology,Data Scientist,Tech,$90k–$140k,0.08
52,Male,PhD,"Java, Python",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
31,Other,PhD,"Management, Java, Communication, Design","Healthcare, Finance",Software Engineer,Tech,$80k–$120k,0.07
65,Female,Bachelor’s,"Communication, Management, Python","Art, Education, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
65,Female,High School,"Management, Python, Design, Java","Finance, Education, Art",Software Engineer,Tech,$80k–$120k,0.07
50,Other,Bachelor’s,"Data Analysis, Python",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
58,Other,High School,"Data Analysis, Design, Communication","Healthcare, Finance",Data Scientist,Tech,$90k–$140k,0.08
29,Male,Master’s,"Design, Data Analysis, Management, Java","Art, Finance",Software Engineer,Tech,$80k–$120k,0.07
37,Male,PhD,"Communication, Design, Python",Technology,Software Engineer,Tech,$80k–$120k,0.07
63,Male,Bachelor’s,"Communication, Data Analysis, Java, Design",Finance,Graphic Designer,Creative,$40k–$60k,0.03
22,Female,PhD,"Management, Java, Communication","Art, Education",Data Scientist,Tech,$90k–$140k,0.08
45,Male,Bachelor’s,"Management, Data Analysis, Java, Python","Healthcare, Art, Finance",Software Engineer,Tech,$80k–$120k,0.07
36,Male,PhD,"Data Analysis, Design, Communication, Python",Technology,Graphic Designer,Creative,$40k–$60k,0.03
25,Female,PhD,"Management, Java, Python","Healthcare, Finance, Technology",Graphic Designer,Creative,$40k–$60k,0.03
62,Male,High School,"Python, Communication, Java","Finance, Technology",Software Engineer,Tech,$80k–$120k,0.07
34,Female,PhD,"Data Analysis, Design","Technology, Education, Finance",Data Scientist,Tech,$90k–$140k,0.08
51,Female,Bachelor’s,"Python, Communication, Management, Data Analysis","Technology, Education",Software Engineer,Tech,$80k–$120k,0.07
19,Other,Master’s,"Java, Communication, Design, Management","Finance, Education",Software Engineer,Tech,$80k–$120k,0.07
47,Other,Bachelor’s,"Data Analysis, Management, Communication, Design",Education,Software Engineer,Tech,$80k–$120k,0.07
27,Female,High School,"Java, Python, Communication",Technology,Data Scientist,Tech,$90k–$140k,0.08
